USERID,TEXT,DATE,COORD
6.04E+17,Dallas wades through flood waters and more big-city news this week http://t.co/RLVSGg5L62,Fri May 29 22:32:43 +0000 2015,"[32.876598,-96.750999]"
6.04E+17,flood casualty. #nofilter @ AT&amp;T Byron Nelson https://t.co/WXYGCUnBV3,Fri May 29 22:33:42 +0000 2015,"[32.865938,-96.956762]"
6.04E+17,Dallas wades through flood waters and more big-city news this week http://t.co/8jhXnSqo5y,Fri May 29 22:42:07 +0000 2015,"[33.021999,-96.537201]"
6.04E+17,"Home &amp; possessions ruined, but flood victim finds brightside: A Hawaiian vacation was just hours away for Joan… http://t.co/mTrvXst8uY",Fri May 29 22:43:07 +0000 2015,"[30.269605,-97.743617]"
6.04E+17,Voluntary evacs near Rosharon in Brazos River/Oyster Creek flood plain. River could reach 50.5 feet overnight. @KHOU http://t.co/OHnKQYJzCi,Fri May 29 23:01:10 +0000 2015,"[29.364645,-95.426495]"
6.04E+17,Denton County lays out flood plan http://t.co/716tcnsiZD,Fri May 29 23:04:46 +0000 2015,"[33.007,-97.194397]"
6.04E+17,Denton County lays out flood plan http://t.co/3kC4TP1EbT,Fri May 29 23:06:31 +0000 2015,"[33.220901,-97.144302]"
6.04E+17,That time Cody made us walk home in flash flood and tornado warnings #lovethiskid #texasreunion @ The… https://t.co/SjcoTGlyI1,Fri May 29 23:11:45 +0000 2015,"[32.836092,-96.778124]"
6.04E+17,"When you live in #Houston by God Texas, sometimes flash flood warning weather looks like this. http://t.co/9e3MouKPZJ",Fri May 29 23:12:43 +0000 2015,"[29.594411,-95.623082]"
6.04E+17,Resource center opens for Wimberley flood victims: A resource center has opened up in Wimberley to offer services… http://t.co/VlQWX2lRNc,Fri May 29 23:16:05 +0000 2015,"[29.429891,-98.486996]"
6.04E+17,Anheuser-Busch producing canned water for flood victims: An Anheuser Busch plant in northwest Georgia has started… http://t.co/E0S3itUmLH,Fri May 29 23:16:06 +0000 2015,"[29.429891,-98.486996]"
6.04E+17,Anheuser-Busch producing canned water for flood victims: - An Anheuser Busch plant in northwest Georgia has started… http://t.co/kircReJSK0,Fri May 29 23:16:08 +0000 2015,"[29.429891,-98.486996]"
6.04E+17,@ebro75 yes parts of the flood and its expected to rain more tonight and tomorrow. It took me two hours to get to work this morning.,Fri May 29 23:19:16 +0000 2015,"[32.884221,-96.626326]"
6.04E+17,Guns are not an effective deterrent against flood damage.,Fri May 29 23:21:47 +0000 2015,"[49.198385,-122.782336]"
6.04E+17,The irony! Statue of stevie ray Vaughn who wrote a song called Texas flood is standing tall above the Texas flood http://t.co/vy1Wr18nXW,Fri May 29 23:56:04 +0000 2015,"[37.970572,-122.036993]"
