USERID,TEXT,DATE,COORD
6.05E+17,Rollerthon to Nepal. We are collecting donations for Nepal earthquake victims. @ University of__ô https://t.co/Ip9ODs9BZT,Sat May 30 09:12:18 +0000 2015,"[50.935352,-1.397039]"
6.05E+17,It was with heavy hearts we learned about the recent #Nepal #earthquakes and knowing that @NinaMPhoto__ô https://t.co/8y0XFozlLi,Sat May 30 09:32:48 +0000 2015,"[50.72792,-1.936544]"
6.05E+17,stay strong nepal!! _Å“__Å“† http://t.co/wceUSPzabg,Sat May 30 08:09:31 +0000 2015,"[1.348896,103.947848]"
6.05E+17,A @lloret col.laborem ajudant al poble nepal_©s amb la fot__grafa J__lia Termes http://t.co/UCOvnLl0n4,Sat May 30 09:05:44 +0000 2015,"[41.86036,2.668672]"
6.05E+17,Ahir a el #XaletdelsRasos al sopar en suport al poble nepal_©s. Suport a la ingent tasca humanit__ria__ô https://t.co/oIOtT5zX1R,Sat May 30 10:10:09 +0000 2015,"[42.142222,1.7625]"
